Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","036","Australia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","96.597103","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","96.340877","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","96.084651","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","96.11668","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","96.148708","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","96.180736","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","96.244792","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","96.308849","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","96.372905","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","96.885357","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","97.397808","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2013","2013","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","97.91026","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","98.006344","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","98.102429","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","98.198514","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","98.326627","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","98.454739","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","98.582852","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","98.967191","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","99.35153","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","99.735868","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","99.767896","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","99.799925","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2014","2014","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","99.831953","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","99.896009","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","99.960066","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","100.024122","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","99.960066","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","99.896009","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","99.831953","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","99.863981","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","99.896009","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","99.928037","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","100.024122","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","100.120207","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2015","2015","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","100.216291","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","100.152235","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","100.088179","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","100.024122","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","99.928037","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","99.831953","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","99.735868","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","100.312376","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","100.888884","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","101.465392","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","101.657561","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","101.84973","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2016","2016","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","102.0419","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","101.977843","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","101.913787","I","Value imputed by a receiving agency","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","101.84973","A","Official figure","base year is 2015"
"CP","Consumer Price Indices","036","Australia","2017","2017","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","101.785674","I","Value imputed by a receiving agency","base year is 2015"
